882 4711
 240 251 0.081633
 240 252 0.081633
 240 255 1.000000
 241 242 0.111111
 241 243 0.111111
 241 244 0.111111
 241 245 0.192744
 241 246 0.444444
 241 247 0.081633
 241 250 0.111111
 241 252 0.081633
 241 516 0.444444
 242 243 1.361111
 242 244 1.361111
 242 245 0.111111
 242 250 0.111111
 242 254 0.250000
 243 244 0.805556
 243 245 0.555556
 243 250 0.111111
 243 254 0.250000
 244 245 0.555556
 244 250 0.111111
 244 254 0.250000
 245 247 0.081633
 245 248 1.000000
 245 250 0.111111
 245 252 0.081633
 246 247 1.000000
 247 252 0.081633
 247 253 0.444444
 247 254 0.444444
 248 280 0.444444
 248 303 0.444444
 249 250 1.000000
 249 251 1.000000
 252 276 0.160000
 252 290 0.160000
 252 299 0.160000
 253 254 0.444444
 255 256 0.505280
 255 257 0.060836
 255 258 0.060836
 255 259 0.060836
 255 260 0.060836
 255 261 0.060836
 255 262 0.060836
 255 263 0.060836
 255 264 0.060836
 255 271 0.444444
 255 276 0.027778
 255 278 0.027778
 255 281 0.033058
 256 257 0.505280
 256 258 0.060836
 256 259 0.060836
 256 260 0.060836
 256 261 0.060836
 256 262 0.060836
 256 263 0.060836
 256 264 0.060836
 256 271 0.888889
 256 276 0.027778
 256 278 0.027778
 256 281 0.033058
 257 258 0.310836
 257 259 0.060836
 257 260 0.060836
 257 261 0.060836
 257 262 0.060836
 257 263 0.060836
 257 264 0.060836
 257 270 0.250000
 257 271 0.444444
 257 276 0.027778
 257 278 0.277778
 257 279 1.000000
 257 281 0.033058
 258 259 1.060836
 258 260 0.060836
 258 261 0.060836
 258 262 0.060836
 258 263 0.060836
 258 264 0.060836
 258 270 0.250000
 258 276 0.027778
 258 277 1.000000
 258 278 0.277778
 258 281 0.033058
 259 260 0.310836
 259 261 0.060836
 259 262 0.060836
 259 263 0.060836
 259 264 0.060836
 259 267 0.250000
 259 268 1.000000
 259 269 0.250000
 259 276 0.027778
 259 278 0.027778
 259 281 0.033058
 260 261 0.310836
 260 262 0.060836
 260 263 0.060836
 260 264 0.060836
 260 267 0.500000
 260 268 1.000000
 260 269 0.250000
 260 276 0.027778
 260 278 0.027778
 260 279 0.250000
 260 281 0.033058
 261 262 0.505280
 261 263 0.060836
 261 264 0.060836
 261 267 0.694444
 261 268 1.000000
 261 276 0.027778
 261 278 0.027778
 261 279 0.250000
 261 281 0.033058
 262 263 0.505280
 262 264 0.060836
 262 265 0.444444
 262 266 1.000000
 262 267 0.444444
 262 276 0.027778
 262 278 0.027778
 262 281 0.033058
 263 264 0.505280
 263 265 0.888889
 263 266 1.000000
 263 276 0.027778
 263 278 0.027778
 263 281 0.033058
 264 265 1.444444
 264 266 1.000000
 264 276 0.027778
 264 278 0.027778
 264 281 0.033058
 265 272 1.000000
 266 273 1.000000
 267 269 0.250000
 267 273 1.000000
 267 279 0.250000
 268 272 1.000000
 269 270 0.160000
 269 277 0.160000
 269 278 0.444444
 269 279 0.444444
 269 280 0.444444
 269 281 0.444444
 269 290 0.160000
 269 296 0.160000
 270 272 0.250000
 270 273 0.250000
 270 277 0.160000
 270 278 0.250000
 270 290 0.160000
 270 296 0.160000
 270 298 0.250000
 271 272 0.444444
 271 273 0.444444
 272 273 0.694444
 272 274 0.444444
 272 275 0.444444
 272 298 0.250000
 273 274 1.000000
 273 298 0.250000
 274 275 0.444444
 274 300 1.000000
 275 293 1.000000
 276 278 0.027778
 276 290 0.160000
 276 299 0.160000
 277 290 0.160000
 277 296 0.160000
 278 279 0.444444
 278 305 1.000000
 279 306 1.000000
 280 281 0.444444
 280 303 0.444444
 282 283 0.555556
 282 284 0.111111
 282 285 0.111111
 282 286 0.111111
 282 287 0.444444
 282 289 0.111111
 282 294 0.250000
 282 295 0.250000
 282 301 0.444444
 282 303 0.250000
 282 411 0.444444
 283 284 1.111111
 283 285 0.111111
 283 286 0.111111
 283 287 1.000000
 283 289 0.111111
 283 301 0.444444
 284 285 1.111111
 284 286 0.111111
 284 287 1.000000
 284 289 0.111111
 285 286 0.555556
 285 288 0.444444
 285 289 0.111111
 286 288 1.444444
 286 289 0.111111
 287 288 1.000000
 287 411 0.444444
 288 295 1.000000
 289 294 0.444444
 289 304 0.444444
 290 291 0.250000
 290 296 0.160000
 290 299 0.160000
 290 301 0.250000
 290 306 0.250000
 290 370 0.444444
 290 404 0.444444
 291 295 0.444444
 291 296 1.444444
 291 297 0.444444
 291 301 0.250000
 291 305 0.444444
 291 306 0.250000
 292 295 0.444444
 292 297 1.000000
 292 299 1.000000
 292 302 0.444444
 292 403 0.444444
 292 449 0.444444
 293 294 0.444444
 293 299 0.160000
 293 302 0.444444
 293 304 0.160000
 293 405 0.160000
 293 406 0.444444
 293 411 0.160000
 293 447 0.444444
 294 295 0.250000
 294 300 1.444444
 294 301 0.444444
 294 302 0.444444
 294 303 0.250000
 294 304 0.444444
 295 301 1.000000
 295 302 0.444444
 295 303 0.250000
 295 305 0.444444
 296 297 0.444444
 297 298 0.444444
 297 306 0.444444
 298 306 1.444444
 299 304 0.160000
 299 405 0.160000
 299 411 0.160000
 300 301 0.444444
 301 306 0.250000
 302 305 0.444444
 302 306 0.444444
 304 405 0.160000
 304 411 0.160000
 305 306 0.444444
 307 308 0.081633
 307 323 0.444444
 307 328 1.000000
 307 336 0.081633
 307 337 1.444444
 307 719 0.081633
 308 309 0.160000
 308 319 0.250000
 308 324 0.444444
 308 336 0.081633
 308 338 1.444444
 308 719 0.081633
 308 720 0.160000
 309 310 0.111111
 309 320 0.160000
 309 325 0.444444
 309 339 1.444444
 309 720 0.160000
 309 721 0.111111
 310 311 0.444444
 310 321 0.160000
 310 326 0.444444
 310 340 1.444444
 310 721 0.111111
 310 722 0.444444
 311 322 0.160000
 311 327 0.444444
 311 341 1.444444
 311 722 0.444444
 311 723 0.111111
 312 313 0.131519
 312 314 0.131519
 312 315 0.131519
 312 316 0.131519
 312 317 0.020408
 312 318 0.444444
 312 323 0.020408
 312 324 0.020408
 312 325 0.020408
 312 326 0.020408
 312 327 0.020408
 312 329 0.444444
 312 332 0.444444
 312 334 0.111111
 312 414 0.444444
 312 455 0.020408
 312 456 0.020408
 312 458 0.020408
 312 724 1.000000
 313 314 0.131519
 313 315 0.131519
 313 316 0.131519
 313 317 0.020408
 313 319 0.444444
 313 323 0.020408
 313 324 0.020408
 313 325 0.020408
 313 326 0.020408
 313 327 0.020408
 313 329 0.444444
 313 332 0.444444
 313 334 0.111111
 313 415 0.444444
 313 455 0.020408
 313 456 0.020408
 313 458 0.020408
 313 725 1.000000
 314 315 0.131519
 314 316 0.131519
 314 317 0.020408
 314 320 0.444444
 314 323 0.020408
 314 324 0.020408
 314 325 0.020408
 314 326 0.020408
 314 327 0.020408
 314 329 0.444444
 314 331 0.444444
 314 334 0.111111
 314 416 0.444444
 314 455 0.020408
 314 456 0.020408
 314 458 0.020408
 314 726 1.000000
 315 316 0.131519
 315 317 0.020408
 315 321 0.444444
 315 323 0.020408
 315 324 0.020408
 315 325 0.020408
 315 326 0.020408
 315 327 0.020408
 315 330 0.444444
 315 331 0.444444
 315 334 0.111111
 315 417 0.444444
 315 455 0.020408
 315 456 0.020408
 315 458 0.020408
 315 727 1.000000
 316 317 0.020408
 316 322 0.444444
 316 323 0.020408
 316 324 0.020408
 316 325 0.020408
 316 326 0.020408
 316 327 0.020408
 316 330 0.444444
 316 331 0.444444
 316 334 0.111111
 316 418 0.444444
 316 455 0.020408
 316 456 0.020408
 316 458 0.020408
 316 728 1.000000
 317 323 0.020408
 317 324 0.020408
 317 325 0.020408
 317 326 0.020408
 317 327 0.020408
 317 333 0.020408
 317 337 0.020408
 317 338 0.020408
 317 339 0.020408
 317 340 0.020408
 317 341 0.020408
 317 347 0.444444
 317 419 1.000000
 317 455 0.020408
 317 456 0.020408
 317 458 0.020408
 317 459 0.020408
 317 570 0.020408
 318 319 0.102041
 318 320 0.102041
 318 321 0.102041
 318 322 0.102041
 318 328 0.020408
 318 332 0.444444
 318 335 0.102041
 318 336 1.000000
 318 346 0.444444
 318 663 0.020408
 318 860 0.081633
 318 865 0.444444
 319 320 0.102041
 319 321 0.102041
 319 322 0.102041
 319 328 0.020408
 319 332 0.444444
 319 335 0.102041
 319 345 0.444444
 319 663 0.020408
 319 860 0.081633
 319 864 0.444444
 320 321 0.102041
 320 322 0.102041
 320 328 0.020408
 320 331 0.444444
 320 335 0.102041
 320 344 0.444444
 320 663 0.020408
 320 860 0.081633
 320 863 0.444444
 321 322 0.102041
 321 328 0.020408
 321 331 0.444444
 321 335 0.102041
 321 343 0.444444
 321 663 0.020408
 321 860 0.081633
 321 862 0.444444
 322 328 0.020408
 322 331 0.444444
 322 335 0.102041
 322 342 0.444444
 322 663 0.020408
 322 860 0.081633
 322 861 0.444444
 323 324 0.020408
 323 325 0.020408
 323 326 0.020408
 323 327 0.020408
 323 337 0.444444
 323 392 0.444444
 323 455 0.020408
 323 456 0.020408
 323 458 0.020408
 323 638 0.444444
 324 325 0.020408
 324 326 0.020408
 324 327 0.020408
 324 338 0.444444
 324 393 0.444444
 324 455 0.020408
 324 456 0.020408
 324 458 0.020408
 324 637 0.444444
 325 326 0.020408
 325 327 0.020408
 325 339 0.444444
 325 394 0.444444
 325 455 0.020408
 325 456 0.020408
 325 458 0.020408
 325 636 0.444444
 326 327 0.020408
 326 340 0.444444
 326 395 0.444444
 326 455 0.020408
 326 456 0.020408
 326 458 0.020408
 326 635 0.444444
 327 341 0.444444
 327 396 0.444444
 327 455 0.020408
 327 456 0.020408
 327 458 0.020408
 327 634 0.444444
 328 335 0.020408
 328 663 0.020408
 329 333 1.000000
 329 414 0.444444
 329 415 0.444444
 329 416 0.444444
 330 333 1.000000
 330 417 0.444444
 330 418 0.444444
 330 451 0.111111
 330 456 0.111111
 331 332 1.000000
 332 335 1.000000
 333 334 1.000000
 333 337 0.020408
 333 338 0.020408
 333 339 0.020408
 333 340 0.020408
 333 341 0.020408
 333 459 0.020408
 333 570 0.020408
 335 663 0.020408
 335 860 0.081633
 336 719 0.081633
 337 338 0.020408
 337 339 0.020408
 337 340 0.020408
 337 341 0.020408
 337 459 0.020408
 337 570 0.020408
 338 339 0.020408
 338 340 0.020408
 338 341 0.020408
 338 459 0.020408
 338 570 0.020408
 339 340 0.020408
 339 341 0.020408
 339 459 0.020408
 339 570 0.020408
 340 341 0.020408
 340 459 0.020408
 340 570 0.020408
 341 459 0.020408
 341 570 0.020408
 342 662 1.000000
 342 861 0.444444
 343 661 1.000000
 343 862 0.444444
 344 660 1.000000
 344 863 0.444444
 345 659 1.000000
 345 864 0.444444
 346 658 1.000000
 346 865 0.444444
 347 729 0.111111
 348 349 0.653827
 348 350 0.209383
 348 351 0.209383
 348 352 0.049383
 348 353 0.049383
 348 354 0.049383
 348 355 0.049383
 348 364 0.049383
 348 369 0.160000
 348 392 0.444444
 348 404 0.444444
 349 350 0.209383
 349 351 0.653827
 349 352 0.049383
 349 353 0.049383
 349 354 0.049383
 349 355 0.049383
 349 364 0.049383
 349 369 0.160000
 349 392 0.444444
 349 393 0.444444
 350 351 0.209383
 350 352 0.049383
 350 353 0.049383
 350 354 0.049383
 350 355 0.049383
 350 364 0.049383
 350 369 0.160000
 350 394 1.000000
 351 352 0.493827
 351 353 0.049383
 351 354 0.049383
 351 355 0.049383
 351 364 0.049383
 351 369 0.160000
 351 393 0.444444
 351 395 0.444444
 352 353 0.604938
 352 354 0.160494
 352 355 0.160494
 352 364 0.049383
 352 368 0.111111
 352 369 0.111111
 352 395 0.444444
 352 396 0.444444
 353 354 0.604938
 353 355 0.160494
 353 364 0.049383
 353 368 0.111111
 353 369 0.111111
 353 396 0.444444
 353 397 0.444444
 354 355 0.604938
 354 364 0.049383
 354 368 0.111111
 354 369 0.111111
 354 397 0.444444
 354 398 0.444444
 355 356 0.444444
 355 364 0.049383
 355 368 0.111111
 355 369 0.111111
 355 398 0.444444
 355 399 0.444444
 356 357 0.604938
 356 358 0.160494
 356 359 0.160494
 356 360 0.049383
 356 361 0.049383
 356 362 0.049383
 356 363 0.049383
 356 365 0.049383
 356 367 0.111111
 356 368 0.111111
 356 399 0.444444
 356 400 0.444444
 357 358 0.604938
 357 359 0.160494
 357 360 0.049383
 357 361 0.049383
 357 362 0.049383
 357 363 0.049383
 357 365 0.049383
 357 367 0.111111
 357 368 0.111111
 357 400 0.444444
 357 401 0.444444
 358 359 0.604938
 358 360 0.049383
 358 361 0.049383
 358 362 0.049383
 358 363 0.049383
 358 365 0.049383
 358 367 0.111111
 358 368 0.111111
 358 401 0.444444
 358 402 0.444444
 359 360 0.299383
 359 361 0.049383
 359 362 0.049383
 359 363 0.049383
 359 365 0.049383
 359 367 0.111111
 359 368 0.111111
 359 402 0.444444
 359 421 0.250000
 359 428 0.250000
 360 361 0.410494
 360 362 0.160494
 360 363 0.160494
 360 365 0.049383
 360 366 0.111111
 360 367 0.111111
 360 421 0.250000
 360 422 0.250000
 360 428 0.500000
 361 362 0.410494
 361 363 0.160494
 361 365 0.049383
 361 366 0.111111
 361 367 0.111111
 361 422 0.250000
 361 423 0.250000
 361 428 0.500000
 362 363 0.410494
 362 365 0.049383
 362 366 0.111111
 362 367 0.111111
 362 423 0.250000
 362 424 0.250000
 362 428 0.250000
 362 429 0.250000
 363 365 0.049383
 363 366 0.111111
 363 367 0.111111
 363 424 0.250000
 363 425 0.444444
 363 429 0.694444
 364 365 0.013841
 364 386 0.013841
 364 387 0.013841
 364 451 0.013841
 364 457 0.013841
 364 467 0.013841
 364 493 0.013841
 364 522 0.013841
 364 608 0.013841
 364 627 0.013841
 364 699 0.013841
 364 748 0.013841
 365 386 0.013841
 365 387 0.013841
 365 451 0.013841
 365 457 0.013841
 365 467 0.013841
 365 493 0.013841
 365 522 0.013841
 365 608 0.013841
 365 627 0.013841
 365 699 0.013841
 365 748 0.013841
 366 367 0.111111
 366 407 0.250000
 366 412 0.250000
 366 443 0.250000
 367 368 0.111111
 368 369 0.111111
 370 371 0.653827
 370 372 0.209383
 370 373 0.049383
 370 374 0.209383
 370 375 0.049383
 370 376 0.049383
 370 377 0.049383
 370 386 0.049383
 370 391 0.160000
 370 392 0.444444
 370 404 0.444444
 371 372 0.653827
 371 373 0.049383
 371 374 0.209383
 371 375 0.049383
 371 376 0.049383
 371 377 0.049383
 371 386 0.049383
 371 391 0.160000
 371 392 0.444444
 371 393 0.444444
 372 373 0.493827
 372 374 0.209383
 372 375 0.049383
 372 376 0.049383
 372 377 0.049383
 372 386 0.049383
 372 391 0.160000
 372 393 0.444444
 372 394 0.444444
 373 374 0.493827
 373 375 0.160494
 373 376 0.160494
 373 377 0.160494
 373 386 0.049383
 373 390 0.111111
 373 391 0.111111
 373 394 0.444444
 373 395 0.444444
 374 375 0.493827
 374 376 0.049383
 374 377 0.049383
 374 386 0.049383
 374 391 0.160000
 374 395 0.444444
 374 396 0.444444
 375 376 0.604938
 375 377 0.160494
 375 386 0.049383
 375 390 0.111111
 375 391 0.111111
 375 396 0.444444
 375 397 0.444444
 376 377 0.604938
 376 386 0.049383
 376 390 0.111111
 376 391 0.111111
 376 397 0.444444
 376 398 0.444444
 377 378 0.444444
 377 386 0.049383
 377 390 0.111111
 377 391 0.111111
 377 398 0.444444
 377 399 0.444444
 378 379 0.604938
 378 380 0.160494
 378 381 0.160494
 378 382 0.049383
 378 383 0.049383
 378 384 0.049383
 378 385 0.049383
 378 387 0.049383
 378 389 0.111111
 378 390 0.111111
 378 399 0.444444
 378 400 0.444444
 379 380 0.604938
 379 381 0.160494
 379 382 0.049383
 379 383 0.049383
 379 384 0.049383
 379 385 0.049383
 379 387 0.049383
 379 389 0.111111
 379 390 0.111111
 379 400 0.444444
 379 401 0.444444
 380 381 0.604938
 380 382 0.049383
 380 383 0.049383
 380 384 0.049383
 380 385 0.049383
 380 387 0.049383
 380 389 0.111111
 380 390 0.111111
 380 401 0.444444
 380 402 0.444444
 381 382 0.299383
 381 383 0.049383
 381 384 0.049383
 381 385 0.049383
 381 387 0.049383
 381 389 0.111111
 381 390 0.111111
 381 402 0.444444
 381 432 0.250000
 381 439 0.250000
 382 383 0.410494
 382 384 0.160494
 382 385 0.160494
 382 387 0.049383
 382 388 0.111111
 382 389 0.111111
 382 432 0.250000
 382 433 0.250000
 382 439 0.500000
 383 384 0.410494
 383 385 0.160494
 383 387 0.049383
 383 388 0.111111
 383 389 0.111111
 383 433 0.250000
 383 434 0.250000
 383 439 0.500000
 384 385 0.410494
 384 387 0.049383
 384 388 0.111111
 384 389 0.111111
 384 434 0.250000
 384 435 0.250000
 384 439 0.250000
 384 440 0.250000
 385 387 0.049383
 385 388 0.111111
 385 389 0.111111
 385 435 0.250000
 385 436 0.444444
 385 440 0.694444
 386 387 0.013841
 386 451 0.013841
 386 457 0.013841
 386 467 0.013841
 386 493 0.013841
 386 522 0.013841
 386 608 0.013841
 386 627 0.013841
 386 699 0.013841
 386 748 0.013841
 387 451 0.013841
 387 457 0.013841
 387 467 0.013841
 387 493 0.013841
 387 522 0.013841
 387 608 0.013841
 387 627 0.013841
 387 699 0.013841
 387 748 0.013841
 388 389 0.111111
 388 407 0.250000
 388 413 0.250000
 388 447 0.250000
 389 390 0.111111
 390 391 0.111111
 392 393 0.026187
 392 394 0.026187
 392 395 0.026187
 392 396 0.026187
 392 397 0.026187
 392 398 0.026187
 392 399 0.026187
 392 400 0.026187
 392 401 0.026187
 392 402 0.026187
 392 403 0.026187
 392 404 0.026187
 392 405 0.026187
 392 406 0.026187
 392 407 0.026187
 392 408 0.012346
 392 409 0.026187
 392 638 0.444444
 393 394 0.026187
 393 395 0.026187
 393 396 0.026187
 393 397 0.026187
 393 398 0.026187
 393 399 0.026187
 393 400 0.026187
 393 401 0.026187
 393 402 0.026187
 393 403 0.026187
 393 404 0.026187
 393 405 0.026187
 393 406 0.026187
 393 407 0.026187
 393 408 0.012346
 393 409 0.026187
 393 637 0.444444
 394 395 0.026187
 394 396 0.026187
 394 397 0.026187
 394 398 0.026187
 394 399 0.026187
 394 400 0.026187
 394 401 0.026187
 394 402 0.026187
 394 403 0.026187
 394 404 0.026187
 394 405 0.026187
 394 406 0.026187
 394 407 0.026187
 394 408 0.012346
 394 409 0.026187
 394 636 0.444444
 395 396 0.026187
 395 397 0.026187
 395 398 0.026187
 395 399 0.026187
 395 400 0.026187
 395 401 0.026187
 395 402 0.026187
 395 403 0.026187
 395 404 0.026187
 395 405 0.026187
 395 406 0.026187
 395 407 0.026187
 395 408 0.012346
 395 409 0.026187
 395 635 0.444444
 396 397 0.026187
 396 398 0.026187
 396 399 0.026187
 396 400 0.026187
 396 401 0.026187
 396 402 0.026187
 396 403 0.026187
 396 404 0.026187
 396 405 0.026187
 396 406 0.026187
 396 407 0.026187
 396 408 0.012346
 396 409 0.026187
 396 634 0.444444
 397 398 0.026187
 397 399 0.026187
 397 400 0.026187
 397 401 0.026187
 397 402 0.026187
 397 403 0.026187
 397 404 0.026187
 397 405 0.026187
 397 406 0.026187
 397 407 0.026187
 397 408 0.012346
 397 409 0.026187
 397 414 0.444444
 397 633 0.444444
 398 399 0.026187
 398 400 0.026187
 398 401 0.026187
 398 402 0.026187
 398 403 0.026187
 398 404 0.026187
 398 405 0.026187
 398 406 0.026187
 398 407 0.026187
 398 408 0.012346
 398 409 0.026187
 398 415 0.444444
 398 632 0.444444
 399 400 0.026187
 399 401 0.026187
 399 402 0.026187
 399 403 0.026187
 399 404 0.026187
 399 405 0.026187
 399 406 0.026187
 399 407 0.026187
 399 408 0.012346
 399 409 0.026187
 399 416 0.444444
 399 631 0.444444
 400 401 0.026187
 400 402 0.026187
 400 403 0.026187
 400 404 0.026187
 400 405 0.026187
 400 406 0.026187
 400 407 0.026187
 400 408 0.012346
 400 409 0.026187
 400 417 0.444444
 400 630 0.444444
 401 402 0.026187
 401 403 0.026187
 401 404 0.026187
 401 405 0.026187
 401 406 0.026187
 401 407 0.026187
 401 408 0.012346
 401 409 0.026187
 401 418 0.444444
 401 629 0.444444
 402 403 0.026187
 402 404 0.026187
 402 405 0.026187
 402 406 0.026187
 402 407 0.026187
 402 408 0.012346
 402 409 0.026187
 402 419 0.444444
 402 628 0.444444
 403 404 0.026187
 403 405 0.026187
 403 406 0.026187
 403 407 0.026187
 403 408 0.012346
 403 409 0.026187
 403 445 0.444444
 403 449 0.444444
 404 405 0.026187
 404 406 0.026187
 404 407 0.026187
 404 408 0.012346
 404 409 0.026187
 404 577 1.000000
 405 406 0.026187
 405 407 0.026187
 405 408 0.012346
 405 409 0.026187
 405 410 0.160000
 405 411 0.160000
 406 407 0.026187
 406 408 0.012346
 406 409 0.026187
 406 420 1.000000
 406 443 0.444444
 406 447 0.444444
 407 408 0.012346
 407 409 0.026187
 407 412 0.250000
 407 413 0.250000
 407 443 0.250000
 407 447 0.250000
 408 409 0.012346
 408 461 0.081633
 408 462 0.081633
 408 522 0.081633
 408 711 0.081633
 408 712 0.081633
 408 878 0.081633
 410 412 1.000000
 411 413 1.000000
 412 443 0.250000
 413 447 0.250000
 414 633 0.444444
 415 632 0.444444
 416 631 0.444444
 417 630 0.444444
 418 629 0.444444
 419 628 0.444444
 421 426 1.000000
 421 428 0.250000
 421 432 0.250000
 421 686 0.250000
 421 703 0.250000
 422 426 1.000000
 422 428 0.250000
 422 433 0.250000
 422 687 0.250000
 422 703 0.250000
 423 426 1.000000
 423 428 0.250000
 423 434 0.250000
 423 688 0.250000
 423 704 0.250000
 424 427 1.000000
 424 429 0.250000
 424 435 0.250000
 424 689 0.250000
 424 704 0.250000
 425 427 1.000000
 425 429 0.444444
 425 436 0.250000
 425 696 0.250000
 425 706 0.250000
 426 427 1.000000
 427 430 1.000000
 428 429 1.000000
 429 431 1.000000
 430 431 0.444444
 430 445 1.000000
 430 462 0.444444
 431 442 0.444444
 431 462 0.444444
 431 859 0.444444
 432 437 1.000000
 432 439 0.250000
 432 686 0.250000
 432 703 0.250000
 433 437 1.000000
 433 439 0.250000
 433 687 0.250000
 433 703 0.250000
 434 437 1.000000
 434 439 0.250000
 434 688 0.250000
 434 704 0.250000
 435 438 1.000000
 435 440 0.250000
 435 689 0.250000
 435 704 0.250000
 436 438 1.000000
 436 440 0.444444
 436 696 0.250000
 436 706 0.250000
 437 438 1.000000
 438 441 1.000000
 439 440 1.000000
 440 442 1.000000
 441 442 0.444444
 441 449 1.000000
 441 462 0.444444
 442 462 0.444444
 442 859 0.444444
 443 444 1.000000
 443 446 1.000000
 444 445 1.000000
 444 446 0.250000
 444 448 0.015625
 444 451 0.015625
 444 452 0.250000
 444 453 0.250000
 444 731 0.015625
 444 732 0.015625
 444 733 0.015625
 444 734 0.015625
 444 735 0.015625
 444 736 0.015625
 444 737 0.015625
 444 738 0.015625
 444 739 0.015625
 444 740 0.015625
 444 741 0.015625
 446 450 0.082441
 446 451 0.049383
 446 452 0.250000
 446 453 0.283058
 446 455 0.082441
 446 457 0.049383
 446 463 0.049383
 446 464 0.033058
 446 468 0.033058
 446 639 0.033058
 446 697 0.049383
 447 448 1.000000
 447 450 1.000000
 448 449 1.000000
 448 450 0.250000
 448 451 0.015625
 448 452 0.250000
 448 454 0.250000
 448 731 0.015625
 448 732 0.015625
 448 733 0.015625
 448 734 0.015625
 448 735 0.015625
 448 736 0.015625
 448 737 0.015625
 448 738 0.015625
 448 739 0.015625
 448 740 0.015625
 448 741 0.015625
 450 451 0.049383
 450 452 0.250000
 450 453 0.033058
 450 454 0.250000
 450 455 0.082441
 450 457 0.049383
 450 463 0.049383
 450 464 0.033058
 450 468 0.033058
 450 639 0.033058
 450 697 0.049383
 451 452 0.250000
 451 455 0.049383
 451 456 0.111111
 451 457 0.313224
 451 458 0.250000
 451 463 0.049383
 451 467 0.013841
 451 493 0.013841
 451 522 0.013841
 451 608 0.013841
 451 627 0.013841
 451 697 0.049383
 451 699 0.013841
 451 731 0.015625
 451 732 0.015625
 451 733 0.015625
 451 734 0.015625
 451 735 0.015625
 451 736 0.015625
 451 737 0.015625
 451 738 0.015625
 451 739 0.015625
 451 740 0.015625
 451 741 0.015625
 451 748 0.013841
 452 453 0.250000
 452 454 0.250000
 452 457 0.250000
 452 458 0.250000
 453 454 1.062500
 453 455 0.033058
 453 461 0.062500
 453 462 0.062500
 453 464 0.033058
 453 468 0.033058
 453 639 0.033058
 453 664 0.062500
 453 672 0.062500
 453 709 0.062500
 453 710 0.062500
 454 461 0.062500
 454 462 0.062500
 454 664 0.062500
 454 672 0.062500
 454 709 0.062500
 454 710 0.062500
 455 456 0.020408
 455 457 0.049383
 455 458 0.020408
 455 463 0.049383
 455 464 0.033058
 455 468 0.033058
 455 639 0.033058
 455 697 0.049383
 456 458 0.020408
 456 460 0.160000
 456 466 0.160000
 456 867 0.160000
 457 458 0.250000
 457 459 1.000000
 457 463 0.049383
 457 467 0.013841
 457 493 0.013841
 457 522 0.013841
 457 608 0.013841
 457 627 0.013841
 457 697 0.049383
 457 699 0.013841
 457 748 0.013841
 459 463 0.033058
 459 488 0.033058
 459 570 0.020408
 460 466 0.160000
 460 522 0.444444
 460 750 0.444444
 460 867 0.160000
 461 462 0.144133
 461 522 0.081633
 461 664 0.062500
 461 672 0.062500
 461 709 0.062500
 461 710 0.062500
 461 711 0.081633
 461 712 0.081633
 461 878 0.081633
 462 463 1.000000
 462 522 0.081633
 462 664 0.062500
 462 672 0.062500
 462 709 0.062500
 462 710 0.062500
 462 711 0.081633
 462 712 0.081633
 462 878 0.081633
 463 464 1.000000
 463 465 0.444444
 463 488 0.033058
 463 697 0.049383
 464 468 0.033058
 464 536 0.444444
 464 572 0.444444
 464 639 0.033058
 464 692 0.111111
 464 693 0.111111
 464 694 0.111111
 464 695 0.111111
 465 843 0.444444
 466 467 1.000000
 466 468 1.000000
 466 867 0.160000
 467 468 1.000000
 467 493 0.013841
 467 504 0.250000
 467 522 0.013841
 467 608 0.013841
 467 627 0.013841
 467 699 0.013841
 467 748 0.013841
 467 881 0.250000
 468 639 0.033058
 469 470 0.444444
 469 489 2.000000
 469 600 0.444444
 470 471 1.000000
 470 480 0.444444
 470 481 0.250000
 470 486 0.250000
 470 489 1.000000
 470 501 0.694444
 470 600 0.444444
 471 472 1.000000
 471 478 0.111111
 471 481 0.111111
 471 487 0.111111
 471 493 0.111111
 471 505 0.111111
 472 473 0.250000
 472 474 1.000000
 472 477 0.250000
 472 485 0.250000
 472 496 1.000000
 473 474 1.000000
 473 475 1.000000
 473 477 0.500000
 473 480 0.250000
 473 485 0.250000
 473 496 0.250000
 474 476 0.444444
 474 491 0.444444
 475 478 0.444444
 475 490 1.000000
 475 495 0.444444
 476 485 1.000000
 476 491 0.444444
 476 492 1.000000
 477 480 0.250000
 477 485 0.250000
 477 494 0.250000
 477 495 0.250000
 477 496 0.250000
 477 503 0.250000
 478 479 0.250000
 478 481 0.111111
 478 486 0.250000
 478 487 0.111111
 478 493 0.111111
 478 494 1.000000
 478 495 0.888889
 478 496 0.444444
 478 505 0.111111
 478 506 0.250000
 479 480 0.250000
 479 486 0.250000
 479 489 0.444444
 479 497 0.444444
 479 506 0.250000
 480 484 0.049383
 480 489 0.049383
 480 496 0.299383
 480 497 0.049383
 480 498 0.049383
 480 499 0.049383
 480 500 0.049383
 480 501 0.493827
 481 486 0.694444
 481 487 0.111111
 481 488 0.444444
 481 493 0.111111
 481 501 0.250000
 481 502 1.000000
 481 505 0.111111
 482 490 0.444444
 482 493 0.444444
 482 502 1.000000
 482 503 0.444444
 482 504 0.444444
 483 484 1.000000
 483 487 0.160000
 483 488 0.250000
 483 491 0.410000
 483 492 0.410000
 483 502 1.000000
 483 504 0.160000
 484 489 0.049383
 484 496 0.049383
 484 497 0.049383
 484 498 0.049383
 484 499 0.049383
 484 500 0.049383
 484 501 0.049383
